name	description	GS details	SIZE	ES	NES	pval	padj	FWER	Rank at Max	leading edge genes
AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	Details	445	-0.740004427216727	-1.49942421418921	1.23340970434109e-06	0.000244793282258447	0	16950	RPS3,RPL4,RACK1,RPL10A,RPL32,MRPL17,EIF4A1,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,EIF3B,RPS8,QARS1,RPL31,RPL21,RPL24,VARS1,EEF1G,RPS3A,RPS15A,RPS2,RPS14,EEF2,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,MRPL14,RPL35A,RPSA,RPL13A,RPL27A,MRPL45,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,LARP1,RPL10,RPL7,RPS12,RPL18A,RPL19,FARSA,KARS1,RPL23A,RPS17,EIF3F,FAU,EIF3E,RPL17,VARS2,EIF3L,CARNS1,RPS21,RPL5,IGF2BP3,CARS2,RPL36,EIF3H,RPS13,MTG1,ANKZF1,RPL35,RPL28,EIF3G,RPS6,APEH,EARS2,NAGS,ZNF598,B4GALT3,UBA52,RPL38,MRPS2,RPS16,RPS27A,DRG2,EIF5A,RPL15,EIF3I,MRPL11,RPL30,EIF3K,NARS2,DAP3,MRPL4,ASCC2,GFM2,CPS1,SARS2,RPL11,RPS25,RPS23,MRPL12,DRG1,MRPL9,RPS24,EEF1D,EIF2S3,MRPL15,NDUFA7,ACLY,EEF1A2,MRPS26,RPS28,EIF3CL,RPL23,AGO2,ACACA,MRPS18A,RPS6KB2,EEF1A1,MRPL23,MRPL21,EIF3D,TUFM,MRPL30,DARS2,ST3GAL5,SLC25A15,PELO,RPS27,RPS11,EIF3C,MRPS27,AARS2,RPL22L1,MRPL2,ACSF3,MRPL36
CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	Details	117	-0.854106032557712	-1.57438551907632	1.59035600703607e-06	0.000297069147079002	0	16950	RPS3,RPL4,RPL10A,RPL32,EIF4A1,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,EIF3B,RPS8,RPL31,RPL21,RPL24,RPS3A,RPS15A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,EIF3F,FAU,EIF3E,RPL17,EIF3L,RPS21,RPL5,RPL36,EIF3H,RPS13,RPL35,RPL28,EIF4EBP1,EIF3G,RPS6,UBA52,RPL38,RPS16,RPS27A,EIF4H,RPL15,EIF3I,RPL30,EIF3K
CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0005975	CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0005975	Details	220	-0.754113084487743	-1.46691127490998	0.00024917037590749	0.0255827501981602	0	17026	SLC2A1,HK2,FBP1,SLC25A13,PFKL,PHKA2,STBD1,GALE,GAL3ST3,POMK,PPP1R3C,LRP5,SLC2A3,TPI1,ADRB3,PGAM1,HS2ST1,AKR7A2,PGAM4,ENOSF1,PDK1,PFKP,GYG2,PGD,LDHA,ENO1,GYS1,SHPK,ST3GAL3,PGK1,SLC35A2,NDST3,GYG1,SLC37A4,PYGL,FUOM,CHST15,FOXK2,PIGQ,SLC2A4,TKFC,UCP2,BRAT1,GAPDH,GBE1,GAPDHS,SLC25A1,FOXK1,GPI,GLB1
CELLULAR RESPONSE TO STARVATION%REACTOME%R-HSA-9711097.4	CELLULAR RESPONSE TO STARVATION%REACTOME%R-HSA-9711097.4	Details	153	-0.836477557596122	-1.57983205582261	1.14235990963031e-06	0.000241837592868737	0	16950	RPS3,RPL4,RPL10A,RPL32,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,RPS8,RPL31,RPL21,RPL24,RPS3A,RPS15A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,FAU,RPL17,RPS21,RPL5,RPL36,RPS13,RPL35,RPL28,RPS6,FNIP2,UBA52,RPL38,ITFG2,RPS16,RPS27A,SH3BP4,RPL15,RPL30,RPL11,EIF2AK4,RPS25,RPS23,RPS24,EIF2S3,NPRL3,NPRL2,RPS28,RPL23
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20240310%WP477%HOMO SAPIENS	CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20240310%WP477%HOMO SAPIENS	Details	85	-0.8788361697048	-1.5688463891181	2.65445678373344e-06	0.000455633919824084	0	16950	RPS3,RPL4,RPL10A,RPL32,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,RPS8,RPL31,RPL21,RPS3A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPL9,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,FAU,RPL17,RPS21,RPL5,RPL36,RPS13,RPL35,RPL28,RPS6,RPL38,RPS16,RPS27A,RPL15,RPL30
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.4	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.4	Details	91	-0.864382772259777	-1.5532892576249	2.17710945111266e-05	0.00294187704766309	0	16950	RPS3,RPL4,RPL10A,RPL32,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,RPS8,RPL31,RPL21,RPL24,EEF1G,RPS3A,RPS15A,RPS2,RPS14,EEF2,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,FAU,RPL17,RPS21,RPL5,RPL36,RPS13,RPL35,RPL28,RPS6,UBA52,RPL38,RPS16,RPS27A,RPL15,RPL30
EUKARYOTIC TRANSLATION INITIATION%REACTOME%R-HSA-72613.5	EUKARYOTIC TRANSLATION INITIATION%REACTOME%R-HSA-72613.5	Details	117	-0.854106032557712	-1.57438551907632	1.59035600703607e-06	0.000297069147079002	0	16950	RPS3,RPL4,RPL10A,RPL32,EIF4A1,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,EIF3B,RPS8,RPL31,RPL21,RPL24,RPS3A,RPS15A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,EIF3F,FAU,EIF3E,RPL17,EIF3L,RPS21,RPL5,RPL36,EIF3H,RPS13,RPL35,RPL28,EIF4EBP1,EIF3G,RPS6,UBA52,RPL38,RPS16,RPS27A,EIF4H,RPL15,EIF3I,RPL30,EIF3K
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6	EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6	Details	91	-0.867761264960651	-1.55936038327392	1.49914905026651e-05	0.00206980339527013	0	16950	RPS3,RPL4,RPL10A,RPL32,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,RPS8,RPL31,RPL21,RPL24,RPS3A,RPS15A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,FAU,RPL17,RPS21,RPL5,RPL36,RPS13,RPL35,RPL28,RPS6,APEH,UBA52,RPL38,RPS16,RPS27A,RPL15,RPL30
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	Details	99	-0.869037198395733	-1.57559484245913	3.98046681771213e-06	0.000648203711776661	0	16950	RPS3,RPL4,RPL10A,RPL32,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,EIF3B,RPS8,RPL31,RPL21,RPL24,RPS3A,RPS15A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,EIF3F,FAU,EIF3E,RPL17,EIF3L,RPS21,RPL5,RPL36,EIF3H,RPS13,RPL35,RPL28,EIF3G,RPS6,UBA52,RPL38,RPS16,RPS27A,RPL15,EIF3I,RPL30,EIF3K
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME%R-HSA-72706.4	GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME%R-HSA-72706.4	Details	110	-0.853871003468996	-1.56461729468468	1.14673065769351e-05	0.00165520145613897	0	16950	RPS3,RPL4,RPL10A,RPL32,EIF4A1,RPL7A,RPS18,RPL18,RPL29,RPL39,RPL12,EIF3B,RPS8,RPL31,RPL21,RPL24,RPS3A,RPS15A,RPS2,RPS14,RPL13,RPL41,RPL14,RPLP0,RPS7,RPLP1,RPS5,RPL35A,RPSA,RPL13A,RPL27A,RPS10,RPS9,RPL8,RPL37A,RPS19,RPLP2,RPS15,RPL3,RPL27,RPL37,RPL6,RPL10,RPL7,RPS12,RPL18A,RPL19,RPL23A,RPS17,EIF3F,FAU,EIF3E,RPL17,EIF3L,RPS21,RPL5,RPL36,EIF3H,RPS13,RPL35,RPL28,EIF3G,RPS6,UBA52,RPL38,RPS16,RPS27A,EIF4H,RPL15,EIF3I,RPL30,EIF3K
